DriverNumber,BroadcastName,Abbreviation,TeamName,Position,GridPosition,Points,Status,Year,RoundNumber,EventName,QualifyingPosition,QDelta
4,L NORRIS,NOR,McLaren,3.0,5.0,15.0,Finished,2022,4,Emilia Romagna Grand Prix,3.0,0.0063584328557104
63,G RUSSELL,RUS,Mercedes,4.0,11.0,12.0,Finished,2022,4,Emilia Romagna Grand Prix,11.0,0.0201794575660273
77,V BOTTAS,BOT,Alfa Romeo,5.0,7.0,10.0,Finished,2022,4,Emilia Romagna Grand Prix,8.0,0.0177553843615547
16,C LECLERC,LEC,Ferrari,6.0,2.0,8.0,Finished,2022,4,Emilia Romagna Grand Prix,2.0,3.807444823778906e-05
22,Y TSUNODA,TSU,AlphaTauri,7.0,12.0,6.0,Finished,2022,4,Emilia Romagna Grand Prix,16.0,0.0213343824959069
5,S VETTEL,VET,Aston Martin,8.0,13.0,4.0,Finished,2022,4,Emilia Romagna Grand Prix,9.0,0.0147728859162614
20,K MAGNUSSEN,MAG,Haas F1 Team,9.0,8.0,2.0,Finished,2022,4,Emilia Romagna Grand Prix,4.0,0.0140748543652354
18,L STROLL,STR,Aston Martin,10.0,15.0,1.0,+1 Lap,2022,4,Emilia Romagna Grand Prix,15.0,0.0196591067734442
23,A ALBON,ALB,Williams,11.0,18.0,0.0,+1 Lap,2022,4,Emilia Romagna Grand Prix,20.0,
10,P GASLY,GAS,AlphaTauri,12.0,17.0,0.0,+1 Lap,2022,4,Emilia Romagna Grand Prix,17.0,0.0246087850443566
44,L HAMILTON,HAM,Mercedes,13.0,14.0,0.0,+1 Lap,2022,4,Emilia Romagna Grand Prix,13.0,0.0212836165649231
31,E OCON,OCO,Alpine,14.0,16.0,0.0,+1 Lap,2022,4,Emilia Romagna Grand Prix,19.0,0.0449913063343188
24,G ZHOU,ZHO,Alfa Romeo,15.0,0.0,0.0,+1 Lap,2022,4,Emilia Romagna Grand Prix,14.0,0.0118919193329356
6,N LATIFI,LAT,Williams,16.0,19.0,0.0,+1 Lap,2022,4,Emilia Romagna Grand Prix,18.0,0.0403335321665629
47,M SCHUMACHER,MSC,Haas F1 Team,17.0,10.0,0.0,+1 Lap,2022,4,Emilia Romagna Grand Prix,12.0,0.0206744253931185
3,D RICCIARDO,RIC,McLaren,18.0,6.0,0.0,+1 Lap,2022,4,Emilia Romagna Grand Prix,6.0,0.0150647900194179
14,F ALONSO,ALO,Alpine,19.0,9.0,0.0,Collision damage,2022,4,Emilia Romagna Grand Prix,5.0,0.0101785691622351
55,C SAINZ,SAI,Ferrari,20.0,4.0,0.0,Collision,2022,4,Emilia Romagna Grand Prix,10.0,0.0025002221009479
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,3.0,26.0,Finished,2022,5,Miami Grand Prix,3.0,0.0021960448668858
16,C LECLERC,LEC,Ferrari,2.0,1.0,18.0,Finished,2022,5,Miami Grand Prix,1.0,0.0
55,C SAINZ,SAI,Ferrari,3.0,2.0,15.0,Finished,2022,5,Miami Grand Prix,2.0,0.0021397360241452
11,S PEREZ,PER,Red Bull Racing,4.0,4.0,12.0,Finished,2022,5,Miami Grand Prix,4.0,0.0027028244515518
63,G RUSSELL,RUS,Mercedes,5.0,12.0,10.0,Finished,2022,5,Miami Grand Prix,12.0,0.0155074552907788
44,L HAMILTON,HAM,Mercedes,6.0,6.0,8.0,Finished,2022,5,Miami Grand Prix,6.0,0.009336006126402
77,V BOTTAS,BOT,Alfa Romeo,7.0,5.0,6.0,Finished,2022,5,Miami Grand Prix,5.0,0.007646740844182
31,E OCON,OCO,Alpine,8.0,20.0,4.0,Finished,2022,5,Miami Grand Prix,20.0,
23,A ALBON,ALB,Williams,9.0,18.0,2.0,Finished,2022,5,Miami Grand Prix,18.0,0.027816568313888
18,L STROLL,STR,Aston Martin,10.0,0.0,1.0,Finished,2022,5,Miami Grand Prix,10.0,0.0135141222577592
14,F ALONSO,ALO,Alpine,11.0,11.0,0.0,Finished,2022,5,Miami Grand Prix,11.0,0.015361052299653
22,Y TSUNODA,TSU,AlphaTauri,12.0,9.0,0.0,Finished,2022,5,Miami Grand Prix,9.0,0.0127933690706788
3,D RICCIARDO,RIC,McLaren,13.0,14.0,0.0,Finished,2022,5,Miami Grand Prix,14.0,0.017050317581873
6,N LATIFI,LAT,Williams,14.0,19.0,0.0,Finished,2022,5,Miami Grand Prix,19.0,0.0284810126582278
47,M SCHUMACHER,MSC,Haas F1 Team,15.0,15.0,0.0,Finished,2022,5,Miami Grand Prix,15.0,0.018322897427812
20,K MAGNUSSEN,MAG,Haas F1 Team,16.0,16.0,0.0,Front wing,2022,5,Miami Grand Prix,16.0,0.0245393936663812
5,S VETTEL,VET,Aston Martin,17.0,0.0,0.0,Collision,2022,5,Miami Grand Prix,13.0,0.0159691878012522
10,P GASLY,GAS,AlphaTauri,18.0,7.0,0.0,Suspension,2022,5,Miami Grand Prix,7.0,0.0100680210820306
4,L NORRIS,NOR,McLaren,19.0,8.0,0.0,Collision,2022,5,Miami Grand Prix,8.0,0.0094373620433352
24,G ZHOU,ZHO,Alfa Romeo,20.0,17.0,0.0,Water leak,2022,5,Miami Grand Prix,17.0,0.0250461732510472
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,2.0,25.0,Finished,2022,6,Spanish Grand Prix,2.0,0.0041015873015872
11,S PEREZ,PER,Red Bull Racing,2.0,5.0,19.0,Finished,2022,6,Spanish Grand Prix,5.0,0.0085079365079365
63,G RUSSELL,RUS,Mercedes,3.0,4.0,15.0,Finished,2022,6,Spanish Grand Prix,4.0,0.0081650793650793
55,C SAINZ,SAI,Ferrari,4.0,3.0,12.0,Finished,2022,6,Spanish Grand Prix,3.0,0.0052825396825396
44,L HAMILTON,HAM,Mercedes,5.0,6.0,10.0,Finished,2022,6,Spanish Grand Prix,6.0,0.0096761904761904
77,V BOTTAS,BOT,Alfa Romeo,6.0,7.0,8.0,Finished,2022,6,Spanish Grand Prix,7.0,0.0108952380952381
31,E OCON,OCO,Alpine,7.0,12.0,6.0,Finished,2022,6,Spanish Grand Prix,12.0,0.0239746031746032
4,L NORRIS,NOR,McLaren,8.0,11.0,4.0,Finished,2022,6,Spanish Grand Prix,11.0,0.0218539682539683
14,F ALONSO,ALO,Alpine,9.0,20.0,2.0,+1 Lap,2022,6,Spanish Grand Prix,17.0,0.0291174603174604
22,Y TSUNODA,TSU,AlphaTauri,10.0,13.0,1.0,+1 Lap,2022,6,Spanish Grand Prix,13.0,0.0239873015873015
5,S VETTEL,VET,Aston Martin,11.0,16.0,0.0,+1 Lap,2022,6,Spanish Grand Prix,16.0,0.0279873015873015
3,D RICCIARDO,RIC,McLaren,12.0,9.0,0.0,+1 Lap,2022,6,Spanish Grand Prix,9.0,0.0195174603174603
10,P GASLY,GAS,AlphaTauri,13.0,14.0,0.0,+1 Lap,2022,6,Spanish Grand Prix,14.0,0.0250031746031745
47,M SCHUMACHER,MSC,Haas F1 Team,14.0,10.0,0.0,+1 Lap,2022,6,Spanish Grand Prix,10.0,0.0205460317460316
18,L STROLL,STR,Aston Martin,15.0,17.0,0.0,+1 Lap,2022,6,Spanish Grand Prix,18.0,0.0338793650793651
6,N LATIFI,LAT,Williams,16.0,19.0,0.0,+2 Laps,2022,6,Spanish Grand Prix,20.0,0.0401904761904762
20,K MAGNUSSEN,MAG,Haas F1 Team,17.0,8.0,0.0,+2 Laps,2022,6,Spanish Grand Prix,8.0,0.0118349206349206
23,A ALBON,ALB,Williams,18.0,18.0,0.0,+2 Laps,2022,6,Spanish Grand Prix,19.0,0.0367619047619047
24,G ZHOU,ZHO,Alfa Romeo,19.0,15.0,0.0,Power loss,2022,6,Spanish Grand Prix,15.0,0.0219174603174603
16,C LECLERC,LEC,Ferrari,20.0,1.0,0.0,Turbo,2022,6,Spanish Grand Prix,1.0,0.0
11,S PEREZ,PER,Red Bull Racing,1.0,3.0,25.0,Finished,2022,7,Monaco Grand Prix,3.0,0.0035446088321004
55,C SAINZ,SAI,Ferrari,2.0,2.0,18.0,Finished,2022,7,Monaco Grand Prix,2.0,0.0031523201075991
1,M VERSTAPPEN,VER,Red Bull Racing,3.0,4.0,15.0,Finished,2022,7,Monaco Grand Prix,4.0,0.0040629903609055
16,C LECLERC,LEC,Ferrari,4.0,1.0,12.0,Finished,2022,7,Monaco Grand Prix,1.0,0.0
63,G RUSSELL,RUS,Mercedes,5.0,6.0,10.0,Finished,2022,7,Monaco Grand Prix,6.0,0.0103115893297465
4,L NORRIS,NOR,McLaren,6.0,5.0,9.0,Finished,2022,7,Monaco Grand Prix,5.0,0.0066268773817529
14,F ALONSO,ALO,Alpine,7.0,7.0,6.0,Finished,2022,7,Monaco Grand Prix,7.0,0.0122029813943061
44,L HAMILTON,HAM,Mercedes,8.0,8.0,4.0,Finished,2022,7,Monaco Grand Prix,8.0,0.0165882089217663
77,V BOTTAS,BOT,Alfa Romeo,9.0,12.0,2.0,Finished,2022,7,Monaco Grand Prix,12.0,0.0214778076664425
5,S VETTEL,VET,Aston Martin,10.0,9.0,1.0,Finished,2022,7,Monaco Grand Prix,9.0,0.0173307554360008
10,P GASLY,GAS,AlphaTauri,11.0,17.0,0.0,Finished,2022,7,Monaco Grand Prix,17.0,0.031999551670029
31,E OCON,OCO,Alpine,12.0,10.0,0.0,Finished,2022,7,Monaco Grand Prix,10.0,0.0161398789509078
3,D RICCIARDO,RIC,McLaren,13.0,14.0,0.0,Finished,2022,7,Monaco Grand Prix,14.0,0.0222483748038555
18,L STROLL,STR,Aston Martin,14.0,18.0,0.0,Finished,2022,7,Monaco Grand Prix,18.0,0.0322517372786369
6,N LATIFI,LAT,Williams,15.0,19.0,0.0,+1 Lap,2022,7,Monaco Grand Prix,19.0,0.0424092131809011
24,G ZHOU,ZHO,Alfa Romeo,16.0,20.0,0.0,+1 Lap,2022,7,Monaco Grand Prix,20.0,0.0592636180228646
22,Y TSUNODA,TSU,AlphaTauri,17.0,11.0,0.0,+1 Lap,2022,7,Monaco Grand Prix,11.0,0.0199086527684374
23,A ALBON,ALB,Williams,18.0,16.0,0.0,Mechanical,2022,7,Monaco Grand Prix,16.0,0.0313130464021519
47,M SCHUMACHER,MSC,Haas F1 Team,19.0,15.0,0.0,Accident,2022,7,Monaco Grand Prix,15.0,0.0238875812598071
20,K MAGNUSSEN,MAG,Haas F1 Team,20.0,13.0,0.0,Water pressure,2022,7,Monaco Grand Prix,13.0,0.0216459314055144
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,3.0,25.0,Finished,2022,8,Azerbaijan Grand Prix,3.0,0.0034234749750886
11,S PEREZ,PER,Red Bull Racing,2.0,2.0,19.0,Finished,2022,8,Azerbaijan Grand Prix,2.0,0.0027821900373919
63,G RUSSELL,RUS,Mercedes,3.0,5.0,15.0,Finished,2022,8,Azerbaijan Grand Prix,5.0,0.0133485926262098
44,L HAMILTON,HAM,Mercedes,4.0,7.0,12.0,Finished,2022,8,Azerbaijan Grand Prix,7.0,0.015440168115313
10,P GASLY,GAS,AlphaTauri,5.0,6.0,10.0,Finished,2022,8,Azerbaijan Grand Prix,6.0,0.0146607602679584
5,S VETTEL,VET,Aston Martin,6.0,9.0,8.0,Finished,2022,8,Azerbaijan Grand Prix,9.0,0.0170877771090874
14,F ALONSO,ALO,Alpine,7.0,10.0,6.0,Finished,2022,8,Azerbaijan Grand Prix,10.0,0.0178967827227972
3,D RICCIARDO,RIC,McLaren,8.0,12.0,4.0,Finished,2022,8,Azerbaijan Grand Prix,12.0,0.0218530174922799
4,L NORRIS,NOR,McLaren,9.0,11.0,2.0,Finished,2022,8,Azerbaijan Grand Prix,11.0,0.0201166151994396
31,E OCON,OCO,Alpine,10.0,13.0,1.0,Finished,2022,8,Azerbaijan Grand Prix,13.0,0.0219615426355824
77,V BOTTAS,BOT,Alfa Romeo,11.0,15.0,0.0,+1 Lap,2022,8,Azerbaijan Grand Prix,15.0,0.0304363697352973
23,A ALBON,ALB,Williams,12.0,17.0,0.0,+1 Lap,2022,8,Azerbaijan Grand Prix,17.0,0.0331494983178602
22,Y TSUNODA,TSU,AlphaTauri,13.0,8.0,0.0,+1 Lap,2022,8,Azerbaijan Grand Prix,8.0,0.0167424698349431
47,M SCHUMACHER,MSC,Haas F1 Team,14.0,20.0,0.0,+1 Lap,2022,8,Azerbaijan Grand Prix,20.0,0.0435679120749021
6,N LATIFI,LAT,Williams,15.0,18.0,0.0,+1 Lap,2022,8,Azerbaijan Grand Prix,18.0,0.0395426158505905
18,L STROLL,STR,Aston Martin,16.0,19.0,0.0,Vibrations,2022,8,Azerbaijan Grand Prix,19.0,0.0395820795390641
20,K MAGNUSSEN,MAG,Haas F1 Team,17.0,16.0,0.0,Power Unit,2022,8,Azerbaijan Grand Prix,16.0,0.0323996882368611
24,G ZHOU,ZHO,Alfa Romeo,18.0,14.0,0.0,Hydraulics,2022,8,Azerbaijan Grand Prix,14.0,0.0238557996823173
16,C LECLERC,LEC,Ferrari,19.0,1.0,0.0,Power Unit,2022,8,Azerbaijan Grand Prix,1.0,0.0
55,C SAINZ,SAI,Ferrari,20.0,4.0,0.0,Hydraulics,2022,8,Azerbaijan Grand Prix,4.0,0.0044889945638768
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,25.0,Finished,2022,9,Canadian Grand Prix,1.0,0.0
55,C SAINZ,SAI,Ferrari,2.0,3.0,19.0,Finished,2022,9,Canadian Grand Prix,3.0,0.009803318614005
44,L HAMILTON,HAM,Mercedes,3.0,4.0,15.0,Finished,2022,9,Canadian Grand Prix,4.0,0.0195820366794179
63,G RUSSELL,RUS,Mercedes,4.0,8.0,12.0,Finished,2022,9,Canadian Grand Prix,8.0,0.0277740193606316
16,C LECLERC,LEC,Ferrari,5.0,19.0,10.0,Finished,2022,9,Canadian Grand Prix,15.0,0.1440239117332315
31,E OCON,OCO,Alpine,6.0,7.0,8.0,Finished,2022,9,Canadian Grand Prix,7.0,0.0274296116803403
77,V BOTTAS,BOT,Alfa Romeo,7.0,11.0,6.0,Finished,2022,9,Canadian Grand Prix,11.0,0.067516205611385
24,G ZHOU,ZHO,Alfa Romeo,8.0,10.0,4.0,Finished,2022,9,Canadian Grand Prix,10.0,0.0335920491026949
14,F ALONSO,ALO,Alpine,9.0,2.0,2.0,Finished,2022,9,Canadian Grand Prix,2.0,0.0079336769209952
18,L STROLL,STR,Aston Martin,10.0,17.0,1.0,Finished,2022,9,Canadian Grand Prix,18.0,0.1750698040566303
3,D RICCIARDO,RIC,McLaren,11.0,9.0,0.0,Finished,2022,9,Canadian Grand Prix,9.0,0.030135672025486
5,S VETTEL,VET,Aston Martin,12.0,16.0,0.0,Finished,2022,9,Canadian Grand Prix,17.0,0.1625235242745912
23,A ALBON,ALB,Williams,13.0,12.0,0.0,Finished,2022,9,Canadian Grand Prix,12.0,0.0683772248121132
10,P GASLY,GAS,AlphaTauri,14.0,15.0,0.0,Finished,2022,9,Canadian Grand Prix,16.0,0.1622775187886689
4,L NORRIS,NOR,McLaren,15.0,14.0,0.0,Finished,2022,9,Canadian Grand Prix,14.0,0.1570376019385231
6,N LATIFI,LAT,Williams,16.0,18.0,0.0,Finished,2022,9,Canadian Grand Prix,19.0,0.1766442391665332
20,K MAGNUSSEN,MAG,Haas F1 Team,17.0,5.0,0.0,Finished,2022,9,Canadian Grand Prix,5.0,0.0204307556058498
22,Y TSUNODA,TSU,AlphaTauri,18.0,20.0,0.0,Accident,2022,9,Canadian Grand Prix,20.0,0.1878989901474802
47,M SCHUMACHER,MSC,Haas F1 Team,19.0,6.0,0.0,Engine,2022,9,Canadian Grand Prix,6.0,0.0253016642271121
11,S PEREZ,PER,Red Bull Racing,20.0,13.0,0.0,Gearbox,2022,9,Canadian Grand Prix,13.0,0.1454876443744694
55,C SAINZ,SAI,Ferrari,1.0,1.0,25.0,Finished,2022,10,British Grand Prix,1.0,0.0107032250905385
11,S PEREZ,PER,Red Bull Racing,2.0,4.0,18.0,Finished,2022,10,British Grand Prix,4.0,0.0140423085070967
44,L HAMILTON,HAM,Mercedes,3.0,5.0,16.0,Finished,2022,10,British Grand Prix,5.0,0.0131041370335622
16,C LECLERC,LEC,Ferrari,4.0,3.0,12.0,Finished,2022,10,British Grand Prix,3.0,0.0072329994249916
14,F ALONSO,ALO,Alpine,5.0,7.0,10.0,Finished,2022,10,British Grand Prix,7.0,0.0249069394425445
4,L NORRIS,NOR,McLaren,6.0,6.0,8.0,Finished,2022,10,British Grand Prix,6.0,0.0240696466220782
1,M VERSTAPPEN,VER,Red Bull Racing,7.0,2.0,6.0,Finished,2022,10,British Grand Prix,2.0,0.0
47,M SCHUMACHER,MSC,Haas F1 Team,8.0,19.0,4.0,Finished,2022,10,British Grand Prix,19.0,0.0361044699331173
5,S VETTEL,VET,Aston Martin,9.0,18.0,2.0,Finished,2022,10,British Grand Prix,18.0,0.0356807795902308
20,K MAGNUSSEN,MAG,Haas F1 Team,10.0,17.0,1.0,Finished,2022,10,British Grand Prix,17.0,0.0305662318796719
18,L STROLL,STR,Aston Martin,11.0,20.0,0.0,Finished,2022,10,British Grand Prix,20.0,0.0433879086846432
6,N LATIFI,LAT,Williams,12.0,10.0,0.0,Finished,2022,10,British Grand Prix,10.0,0.0289420855652735
3,D RICCIARDO,RIC,McLaren,13.0,14.0,0.0,Finished,2022,10,British Grand Prix,14.0,0.02828637432033
22,Y TSUNODA,TSU,AlphaTauri,14.0,13.0,0.0,Finished,2022,10,British Grand Prix,13.0,0.0278828597080571
31,E OCON,OCO,Alpine,15.0,15.0,0.0,Fuel pump,2022,10,British Grand Prix,15.0,0.0262385376630451
10,P GASLY,GAS,AlphaTauri,16.0,11.0,0.0,Collision damage,2022,10,British Grand Prix,11.0,0.025734144397704
77,V BOTTAS,BOT,Alfa Romeo,17.0,12.0,0.0,Gearbox,2022,10,British Grand Prix,12.0,0.0228691906505663
63,G RUSSELL,RUS,Mercedes,18.0,8.0,0.0,Collision,2022,10,British Grand Prix,8.0,0.0090689909108333
24,G ZHOU,ZHO,Alfa Romeo,19.0,9.0,0.0,Collision,2022,10,British Grand Prix,9.0,0.0167660321399387
23,A ALBON,ALB,Williams,20.0,16.0,0.0,Collision,2022,10,British Grand Prix,16.0,0.0297491147898193
16,C LECLERC,LEC,Ferrari,1.0,2.0,25.0,Finished,2022,11,Austrian Grand Prix,2.0,0.000446263695679
1,M VERSTAPPEN,VER,Red Bull Racing,2.0,1.0,19.0,Finished,2022,11,Austrian Grand Prix,1.0,0.0
44,L HAMILTON,HAM,Mercedes,3.0,8.0,15.0,Finished,2022,11,Austrian Grand Prix,9.0,0.0075557060199433
63,G RUSSELL,RUS,Mercedes,4.0,4.0,12.0,Finished,2022,11,Austrian Grand Prix,4.0,0.0068786162747753
31,E OCON,OCO,Alpine,5.0,6.0,10.0,Finished,2022,11,Austrian Grand Prix,5.0,0.0114181952480611
47,M SCHUMACHER,MSC,Haas F1 Team,6.0,9.0,8.0,+1 Lap,2022,11,Austrian Grand Prix,7.0,0.015803890188354
4,L NORRIS,NOR,McLaren,7.0,10.0,6.0,+1 Lap,2022,11,Austrian Grand Prix,15.0,0.0207127908408224
20,K MAGNUSSEN,MAG,Haas F1 Team,8.0,7.0,4.0,+1 Lap,2022,11,Austrian Grand Prix,6.0,0.01377262095285
3,D RICCIARDO,RIC,McLaren,9.0,11.0,2.0,+1 Lap,2022,11,Austrian Grand Prix,16.0,0.0250677089745168
14,F ALONSO,ALO,Alpine,10.0,19.0,1.0,+1 Lap,2022,11,Austrian Grand Prix,8.0,0.0158808322048505
77,V BOTTAS,BOT,Alfa Romeo,11.0,0.0,0.0,+1 Lap,2022,11,Austrian Grand Prix,12.0,0.0205435184045304
23,A ALBON,ALB,Williams,12.0,15.0,0.0,+1 Lap,2022,11,Austrian Grand Prix,11.0,0.0191739505108951
18,L STROLL,STR,Aston Martin,13.0,12.0,0.0,+1 Lap,2022,11,Austrian Grand Prix,17.0,0.0286685953465468
24,G ZHOU,ZHO,Alfa Romeo,14.0,13.0,0.0,+1 Lap,2022,11,Austrian Grand Prix,18.0,0.0294995691247076
10,P GASLY,GAS,AlphaTauri,15.0,14.0,0.0,+1 Lap,2022,11,Austrian Grand Prix,10.0,0.0180967622799458
22,Y TSUNODA,TSU,AlphaTauri,16.0,16.0,0.0,+1 Lap,2022,11,Austrian Grand Prix,14.0,0.0227594484796257
5,S VETTEL,VET,Aston Martin,17.0,18.0,0.0,+1 Lap,2022,11,Austrian Grand Prix,20.0,0.0323002585251754
55,C SAINZ,SAI,Ferrari,18.0,3.0,0.0,Power Unit,2022,11,Austrian Grand Prix,3.0,0.0012618490705405
6,N LATIFI,LAT,Williams,19.0,17.0,0.0,Undertray,2022,11,Austrian Grand Prix,19.0,0.0310691862612336
11,S PEREZ,PER,Red Bull Racing,20.0,5.0,0.0,Collision damage,2022,11,Austrian Grand Prix,13.0,0.0178351594238582
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,2.0,25.0,Finished,2022,12,French Grand Prix,2.0,0.0033453649088828
44,L HAMILTON,HAM,Mercedes,2.0,4.0,18.0,Finished,2022,12,French Grand Prix,4.0,0.0098270094198433
63,G RUSSELL,RUS,Mercedes,3.0,6.0,15.0,Finished,2022,12,French Grand Prix,6.0,0.0138546526983009
11,S PEREZ,PER,Red Bull Racing,4.0,3.0,12.0,Finished,2022,12,French Grand Prix,3.0,0.0050950787921471
55,C SAINZ,SAI,Ferrari,5.0,19.0,11.0,Finished,2022,12,French Grand Prix,9.0,0.0022999383748569
14,F ALONSO,ALO,Alpine,6.0,7.0,8.0,Finished,2022,12,French Grand Prix,7.0,0.0184875429175104
4,L NORRIS,NOR,McLaren,7.0,5.0,6.0,Finished,2022,12,French Grand Prix,5.0,0.0127652082049475
31,E OCON,OCO,Alpine,8.0,10.0,4.0,Finished,2022,12,French Grand Prix,12.0,0.0239457698741086
3,D RICCIARDO,RIC,McLaren,9.0,9.0,2.0,Finished,2022,12,French Grand Prix,11.0,0.0225592041552953
18,L STROLL,STR,Aston Martin,10.0,15.0,1.0,Finished,2022,12,French Grand Prix,17.0,0.0282485253983624
5,S VETTEL,VET,Aston Martin,11.0,12.0,0.0,Finished,2022,12,French Grand Prix,14.0,0.0264547935557707
10,P GASLY,GAS,AlphaTauri,12.0,14.0,0.0,Finished,2022,12,French Grand Prix,16.0,0.0282485253983624
23,A ALBON,ALB,Williams,13.0,13.0,0.0,Finished,2022,12,French Grand Prix,15.0,0.0267959327405581
77,V BOTTAS,BOT,Alfa Romeo,14.0,11.0,0.0,Finished,2022,12,French Grand Prix,13.0,0.0237917070164627
47,M SCHUMACHER,MSC,Haas F1 Team,15.0,17.0,0.0,Finished,2022,12,French Grand Prix,19.0,0.0311317017343075
24,G ZHOU,ZHO,Alfa Romeo,16.0,16.0,0.0,+6 Laps,2022,12,French Grand Prix,18.0,0.0308345805088476
6,N LATIFI,LAT,Williams,17.0,18.0,0.0,Collision damage,2022,12,French Grand Prix,20.0,0.0321551192886697
20,K MAGNUSSEN,MAG,Haas F1 Team,18.0,20.0,0.0,Collision damage,2022,12,French Grand Prix,10.0,0.0195549784311999
16,C LECLERC,LEC,Ferrari,19.0,1.0,0.0,Accident,2022,12,French Grand Prix,1.0,0.0
22,Y TSUNODA,TSU,AlphaTauri,20.0,8.0,0.0,Undertray,2022,12,French Grand Prix,8.0,0.0209965665991724
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,10.0,25.0,Finished,2022,13,Hungarian Grand Prix,10.0,0.0042131382710625
44,L HAMILTON,HAM,Mercedes,2.0,7.0,19.0,Finished,2022,13,Hungarian Grand Prix,7.0,0.0085038189642917
63,G RUSSELL,RUS,Mercedes,3.0,1.0,15.0,Finished,2022,13,Hungarian Grand Prix,1.0,0.0
55,C SAINZ,SAI,Ferrari,4.0,2.0,12.0,Finished,2022,13,Hungarian Grand Prix,2.0,0.0005686444292232
11,S PEREZ,PER,Red Bull Racing,5.0,11.0,10.0,Finished,2022,13,Hungarian Grand Prix,11.0,0.0147201364746631
16,C LECLERC,LEC,Ferrari,6.0,3.0,8.0,Finished,2022,13,Hungarian Grand Prix,3.0,0.0024555100352817
4,L NORRIS,NOR,McLaren,7.0,4.0,6.0,Finished,2022,13,Hungarian Grand Prix,4.0,0.0050661049148973
14,F ALONSO,ALO,Alpine,8.0,6.0,4.0,+1 Lap,2022,13,Hungarian Grand Prix,6.0,0.00681080941365
31,E OCON,OCO,Alpine,9.0,5.0,2.0,+1 Lap,2022,13,Hungarian Grand Prix,5.0,0.0082841154348192
5,S VETTEL,VET,Aston Martin,10.0,18.0,1.0,+1 Lap,2022,13,Hungarian Grand Prix,18.0,0.0245034054047068
18,L STROLL,STR,Aston Martin,11.0,14.0,0.0,+1 Lap,2022,13,Hungarian Grand Prix,14.0,0.0227457771689262
10,P GASLY,GAS,AlphaTauri,12.0,0.0,0.0,+1 Lap,2022,13,Hungarian Grand Prix,19.0,0.0277860346097678
24,G ZHOU,ZHO,Alfa Romeo,13.0,12.0,0.0,+1 Lap,2022,13,Hungarian Grand Prix,12.0,0.0154567894852475
47,M SCHUMACHER,MSC,Haas F1 Team,14.0,15.0,0.0,+1 Lap,2022,13,Hungarian Grand Prix,15.0,0.0230947180686768
3,D RICCIARDO,RIC,McLaren,15.0,9.0,0.0,+1 Lap,2022,13,Hungarian Grand Prix,9.0,0.0106103880998229
20,K MAGNUSSEN,MAG,Haas F1 Team,16.0,13.0,0.0,+1 Lap,2022,13,Hungarian Grand Prix,13.0,0.0187135712162529
23,A ALBON,ALB,Williams,17.0,17.0,0.0,+1 Lap,2022,13,Hungarian Grand Prix,17.0,0.0242837018752343
6,N LATIFI,LAT,Williams,18.0,19.0,0.0,+1 Lap,2022,13,Hungarian Grand Prix,20.0,0.028341755301963
22,Y TSUNODA,TSU,AlphaTauri,19.0,16.0,0.0,+2 Laps,2022,13,Hungarian Grand Prix,16.0,0.0240769220827894
77,V BOTTAS,BOT,Alfa Romeo,20.0,8.0,0.0,Power Unit,2022,13,Hungarian Grand Prix,8.0,0.0100805148816832
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,14.0,26.0,Finished,2022,14,Belgian Grand Prix,1.0,0.0
11,S PEREZ,PER,Red Bull Racing,2.0,2.0,18.0,Finished,2022,14,Belgian Grand Prix,3.0,0.0076882264988182
55,C SAINZ,SAI,Ferrari,3.0,1.0,15.0,Finished,2022,14,Belgian Grand Prix,2.0,0.0060965610379587
63,G RUSSELL,RUS,Mercedes,4.0,5.0,12.0,Finished,2022,14,Belgian Grand Prix,8.0,0.0173250373800221
14,F ALONSO,ALO,Alpine,5.0,3.0,10.0,Finished,2022,14,Belgian Grand Prix,6.0,0.0164279168475376
16,C LECLERC,LEC,Ferrari,6.0,15.0,8.0,Finished,2022,14,Belgian Grand Prix,4.0,0.0085467612019485
31,E OCON,OCO,Alpine,7.0,16.0,6.0,Finished,2022,14,Belgian Grand Prix,5.0,0.0146143828678917
5,S VETTEL,VET,Aston Martin,8.0,10.0,4.0,Finished,2022,14,Belgian Grand Prix,16.0,0.025842859209955
10,P GASLY,GAS,AlphaTauri,9.0,0.0,2.0,Finished,2022,14,Belgian Grand Prix,12.0,0.0208556407659286
23,A ALBON,ALB,Williams,10.0,6.0,1.0,Finished,2022,14,Belgian Grand Prix,9.0,0.0193604398784545
18,L STROLL,STR,Aston Martin,11.0,9.0,0.0,Finished,2022,14,Belgian Grand Prix,14.0,0.0249939709641633
4,L NORRIS,NOR,McLaren,12.0,17.0,0.0,Finished,2022,14,Belgian Grand Prix,10.0,0.018694834322095
22,Y TSUNODA,TSU,AlphaTauri,13.0,0.0,0.0,Finished,2022,14,Belgian Grand Prix,19.0,0.0291998263637677
