DriverNumber,BroadcastName,Abbreviation,TeamName,Position,GridPosition,Points,Status,Year,RoundNumber,EventName,QualifyingPosition,QDelta
31,E OCON,OCO,Alpine,8.0,6.0,4.0,Finished,2023,8,Canadian Grand Prix,6.0,0.0213528104160052
18,L STROLL,STR,Aston Martin,9.0,16.0,2.0,Finished,2023,8,Canadian Grand Prix,13.0,0.035046046363925
77,V BOTTAS,BOT,Alfa Romeo,10.0,14.0,1.0,Finished,2023,8,Canadian Grand Prix,15.0,0.0393267704033026
81,O PIASTRI,PIA,McLaren,11.0,8.0,0.0,Finished,2023,8,Canadian Grand Prix,9.0,0.0118640838361386
10,P GASLY,GAS,Alpine,12.0,15.0,0.0,Finished,2023,8,Canadian Grand Prix,17.0,0.0528548745633534
4,L NORRIS,NOR,McLaren,13.0,7.0,0.0,Finished,2023,8,Canadian Grand Prix,7.0,0.0079009209272785
22,Y TSUNODA,TSU,AlphaTauri,14.0,19.0,0.0,Finished,2023,8,Canadian Grand Prix,16.0,0.0510765322324547
27,N HULKENBERG,HUL,Haas F1 Team,15.0,5.0,0.0,Lapped,2023,8,Canadian Grand Prix,2.0,0.020069863448714
24,G ZHOU,ZHO,Alfa Romeo,16.0,20.0,0.0,Lapped,2023,8,Canadian Grand Prix,20.0,0.0586471895839949
20,K MAGNUSSEN,MAG,Haas F1 Team,17.0,13.0,0.0,Lapped,2023,8,Canadian Grand Prix,14.0,0.0375103207367418
21,N DE VRIES,DEV,AlphaTauri,18.0,17.0,0.0,Lapped,2023,8,Canadian Grand Prix,18.0,0.0560431883137504
63,G RUSSELL,RUS,Mercedes,19.0,4.0,0.0,Retired,2023,8,Canadian Grand Prix,5.0,0.017440457288028
2,L SARGEANT,SAR,Williams,20.0,18.0,0.0,Retired,2023,8,Canadian Grand Prix,19.0,0.0585836773578915
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,26.0,Finished,2023,9,Austrian Grand Prix,1.0,0.0
16,C LECLERC,LEC,Ferrari,2.0,2.0,18.0,Finished,2023,9,Austrian Grand Prix,2.0,0.0007454457921136
11,S PEREZ,PER,Red Bull Racing,3.0,15.0,15.0,Finished,2023,9,Austrian Grand Prix,15.0,0.0122066748458635
4,L NORRIS,NOR,McLaren,4.0,4.0,12.0,Finished,2023,9,Austrian Grand Prix,4.0,0.0041465422186329
14,F ALONSO,ALO,Aston Martin,5.0,7.0,10.0,Finished,2023,9,Austrian Grand Prix,7.0,0.0080756627478994
55,C SAINZ,SAI,Ferrari,6.0,3.0,8.0,Finished,2023,9,Austrian Grand Prix,3.0,0.0029507229271171
63,G RUSSELL,RUS,Mercedes,7.0,11.0,6.0,Finished,2023,9,Austrian Grand Prix,11.0,0.0161047351337918
44,L HAMILTON,HAM,Mercedes,8.0,5.0,4.0,Finished,2023,9,Austrian Grand Prix,5.0,0.006646891646348
18,L STROLL,STR,Aston Martin,9.0,6.0,2.0,Finished,2023,9,Austrian Grand Prix,6.0,0.0077961205758568
10,P GASLY,GAS,Alpine,10.0,9.0,1.0,Finished,2023,9,Austrian Grand Prix,9.0,0.0120979640011802
23,A ALBON,ALB,Williams,11.0,10.0,0.0,Finished,2023,9,Austrian Grand Prix,10.0,0.0154680001863613
24,G ZHOU,ZHO,Alfa Romeo,12.0,17.0,0.0,Lapped,2023,9,Austrian Grand Prix,17.0,0.0221614821947165
2,L SARGEANT,SAR,Williams,13.0,18.0,0.0,Lapped,2023,9,Austrian Grand Prix,18.0,0.0241803978816913
31,E OCON,OCO,Alpine,14.0,12.0,0.0,Lapped,2023,9,Austrian Grand Prix,12.0,0.0164929881505178
77,V BOTTAS,BOT,Alfa Romeo,15.0,14.0,0.0,Lapped,2023,9,Austrian Grand Prix,14.0,0.0200183255423894
81,O PIASTRI,PIA,McLaren,16.0,13.0,0.0,Lapped,2023,9,Austrian Grand Prix,13.0,0.0188535664922116
21,N DE VRIES,DEV,AlphaTauri,17.0,20.0,0.0,Lapped,2023,9,Austrian Grand Prix,20.0,0.0245841810190864
20,K MAGNUSSEN,MAG,Haas F1 Team,18.0,19.0,0.0,Lapped,2023,9,Austrian Grand Prix,19.0,0.0245375906570793
22,Y TSUNODA,TSU,AlphaTauri,19.0,16.0,0.0,Lapped,2023,9,Austrian Grand Prix,16.0,0.0216334580919693
27,N HULKENBERG,HUL,Haas F1 Team,20.0,8.0,0.0,Retired,2023,9,Austrian Grand Prix,8.0,0.0108555543476572
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,26.0,Finished,2023,10,British Grand Prix,1.0,0.0
4,L NORRIS,NOR,McLaren,2.0,2.0,18.0,Finished,2023,10,British Grand Prix,2.0,0.0027790590405904
44,L HAMILTON,HAM,Mercedes,3.0,7.0,15.0,Finished,2023,10,British Grand Prix,7.0,0.0056619003690036
81,O PIASTRI,PIA,McLaren,4.0,3.0,12.0,Finished,2023,10,British Grand Prix,3.0,0.0042896678966789
63,G RUSSELL,RUS,Mercedes,5.0,6.0,10.0,Finished,2023,10,British Grand Prix,6.0,0.0050161439114391
11,S PEREZ,PER,Red Bull Racing,6.0,15.0,8.0,Finished,2023,10,British Grand Prix,15.0,0.0374538745387454
14,F ALONSO,ALO,Aston Martin,7.0,9.0,6.0,Finished,2023,10,British Grand Prix,9.0,0.0108279520295203
23,A ALBON,ALB,Williams,8.0,8.0,4.0,Finished,2023,10,British Grand Prix,8.0,0.009340405904059
16,C LECLERC,LEC,Ferrari,9.0,4.0,2.0,Finished,2023,10,British Grand Prix,4.0,0.0047970479704796
55,C SAINZ,SAI,Ferrari,10.0,5.0,1.0,Finished,2023,10,British Grand Prix,5.0,0.0049354243542435
2,L SARGEANT,SAR,Williams,11.0,14.0,0.0,Finished,2023,10,British Grand Prix,14.0,0.0266489852398524
77,V BOTTAS,BOT,Alfa Romeo,12.0,20.0,0.0,Finished,2023,10,British Grand Prix,15.0,0.0354935424354243
27,N HULKENBERG,HUL,Haas F1 Team,13.0,11.0,0.0,Finished,2023,10,British Grand Prix,11.0,0.0250922509225092
18,L STROLL,STR,Aston Martin,14.0,12.0,0.0,Finished,2023,10,British Grand Prix,12.0,0.0255419741697417
24,G ZHOU,ZHO,Alfa Romeo,15.0,17.0,0.0,Finished,2023,10,British Grand Prix,17.0,0.0392412361623616
22,Y TSUNODA,TSU,AlphaTauri,16.0,16.0,0.0,Finished,2023,10,British Grand Prix,16.0,0.0381111623616236
21,N DE VRIES,DEV,AlphaTauri,17.0,18.0,0.0,Finished,2023,10,British Grand Prix,18.0,0.0437384686346864
10,P GASLY,GAS,Alpine,18.0,10.0,0.0,Retired,2023,10,British Grand Prix,10.0,0.0111738929889298
20,K MAGNUSSEN,MAG,Haas F1 Team,19.0,19.0,0.0,Retired,2023,10,British Grand Prix,19.0,0.0652444649446494
31,E OCON,OCO,Alpine,20.0,13.0,0.0,Retired,2023,10,British Grand Prix,13.0,0.0257841328413284
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,2.0,26.0,Finished,2023,11,Hungarian Grand Prix,2.0,3.91598898301781e-05
4,L NORRIS,NOR,McLaren,2.0,3.0,18.0,Finished,2023,11,Hungarian Grand Prix,3.0,0.0011095302118551
11,S PEREZ,PER,Red Bull Racing,3.0,9.0,15.0,Finished,2023,11,Hungarian Grand Prix,9.0,0.0056912373219857
44,L HAMILTON,HAM,Mercedes,4.0,1.0,12.0,Finished,2023,11,Hungarian Grand Prix,1.0,0.0
81,O PIASTRI,PIA,McLaren,5.0,4.0,10.0,Finished,2023,11,Hungarian Grand Prix,4.0,0.0038637757965775
63,G RUSSELL,RUS,Mercedes,6.0,18.0,8.0,Finished,2023,11,Hungarian Grand Prix,18.0,0.0315628712031224
16,C LECLERC,LEC,Ferrari,7.0,6.0,6.0,Finished,2023,11,Hungarian Grand Prix,6.0,0.0049994126016526
55,C SAINZ,SAI,Ferrari,8.0,11.0,4.0,Finished,2023,11,Hungarian Grand Prix,11.0,0.0142803064914045
14,F ALONSO,ALO,Aston Martin,9.0,8.0,2.0,Finished,2023,11,Hungarian Grand Prix,8.0,0.0055607043558851
18,L STROLL,STR,Aston Martin,10.0,14.0,1.0,Lapped,2023,11,Hungarian Grand Prix,14.0,0.0200368102964405
23,A ALBON,ALB,Williams,11.0,16.0,0.0,Lapped,2023,11,Hungarian Grand Prix,16.0,0.0301270085760159
77,V BOTTAS,BOT,Alfa Romeo,12.0,7.0,0.0,Lapped,2023,11,Hungarian Grand Prix,7.0,0.0055476510592751
3,D RICCIARDO,RIC,AlphaTauri,13.0,13.0,0.0,Lapped,2023,11,Hungarian Grand Prix,13.0,0.018183242177812
27,N HULKENBERG,HUL,Haas F1 Team,14.0,10.0,0.0,Lapped,2023,11,Hungarian Grand Prix,10.0,0.0075317521440041
22,Y TSUNODA,TSU,AlphaTauri,15.0,17.0,0.0,Lapped,2023,11,Hungarian Grand Prix,17.0,0.030153115169236
24,G ZHOU,ZHO,Alfa Romeo,16.0,5.0,0.0,Lapped,2023,11,Hungarian Grand Prix,5.0,0.0047252933728414
20,K MAGNUSSEN,MAG,Haas F1 Team,17.0,19.0,0.0,Lapped,2023,11,Hungarian Grand Prix,19.0,0.033899411296323
2,L SARGEANT,SAR,Williams,18.0,20.0,0.0,Retired,2023,11,Hungarian Grand Prix,20.0,0.0344476497539454
31,E OCON,OCO,Alpine,19.0,12.0,0.0,Retired,2023,11,Hungarian Grand Prix,12.0,0.0160816614235925
10,P GASLY,GAS,Alpine,20.0,15.0,0.0,Retired,2023,11,Hungarian Grand Prix,15.0,0.0209897009489747
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,6.0,25.0,Finished,2023,12,Belgian Grand Prix,1.0,0.0
11,S PEREZ,PER,Red Bull Racing,2.0,2.0,18.0,Finished,2023,12,Belgian Grand Prix,3.0,0.0082604928038579
16,C LECLERC,LEC,Ferrari,3.0,1.0,15.0,Finished,2023,12,Belgian Grand Prix,2.0,0.0077236078667771
44,L HAMILTON,HAM,Mercedes,4.0,3.0,13.0,Finished,2023,12,Belgian Grand Prix,4.0,0.0086560922311807
14,F ALONSO,ALO,Aston Martin,5.0,9.0,10.0,Finished,2023,12,Belgian Grand Prix,9.0,0.0157768819229899
63,G RUSSELL,RUS,Mercedes,6.0,8.0,8.0,Finished,2023,12,Belgian Grand Prix,8.0,0.0154189586316027
4,L NORRIS,NOR,McLaren,7.0,7.0,6.0,Finished,2023,12,Belgian Grand Prix,7.0,0.0141379700097957
31,E OCON,OCO,Alpine,8.0,14.0,4.0,Finished,2023,12,Belgian Grand Prix,15.0,0.0961118227714565
18,L STROLL,STR,Aston Martin,9.0,10.0,2.0,Finished,2023,12,Belgian Grand Prix,10.0,0.0251770778388967
22,Y TSUNODA,TSU,AlphaTauri,10.0,11.0,1.0,Finished,2023,12,Belgian Grand Prix,11.0,0.0657448572074447
10,P GASLY,GAS,Alpine,11.0,12.0,0.0,Finished,2023,12,Belgian Grand Prix,12.0,0.0706710119810112
77,V BOTTAS,BOT,Alfa Romeo,12.0,13.0,0.0,Finished,2023,12,Belgian Grand Prix,14.0,0.0803066837465149
24,G ZHOU,ZHO,Alfa Romeo,13.0,17.0,0.0,Finished,2023,12,Belgian Grand Prix,17.0,0.1381207143395372
23,A ALBON,ALB,Williams,14.0,15.0,0.0,Finished,2023,12,Belgian Grand Prix,16.0,0.1332416547358901
20,K MAGNUSSEN,MAG,Haas F1 Team,15.0,16.0,0.0,Finished,2023,12,Belgian Grand Prix,13.0,0.0752769195991258
3,D RICCIARDO,RIC,AlphaTauri,16.0,19.0,0.0,Finished,2023,12,Belgian Grand Prix,19.0,0.1506197724361389
2,L SARGEANT,SAR,Williams,17.0,18.0,0.0,Finished,2023,12,Belgian Grand Prix,18.0,0.1447422952302011
27,N HULKENBERG,HUL,Haas F1 Team,18.0,20.0,0.0,Finished,2023,12,Belgian Grand Prix,20.0,0.1601047396579006
55,C SAINZ,SAI,Ferrari,19.0,4.0,0.0,Retired,2023,12,Belgian Grand Prix,5.0,0.0092683294401325
81,O PIASTRI,PIA,McLaren,20.0,5.0,0.0,Retired,2023,12,Belgian Grand Prix,6.0,0.0112745836786978
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,25.0,Finished,2023,13,Dutch Grand Prix,1.0,0.0
14,F ALONSO,ALO,Aston Martin,2.0,5.0,19.0,Finished,2023,13,Dutch Grand Prix,5.0,0.0133065030396645
10,P GASLY,GAS,Alpine,3.0,12.0,15.0,Finished,2023,13,Dutch Grand Prix,12.0,0.1354882593846983
11,S PEREZ,PER,Red Bull Racing,4.0,7.0,12.0,Finished,2023,13,Dutch Grand Prix,7.0,0.0186064307679227
55,C SAINZ,SAI,Ferrari,5.0,6.0,10.0,Finished,2023,13,Dutch Grand Prix,6.0,0.0168208936188305
44,L HAMILTON,HAM,Mercedes,6.0,13.0,8.0,Finished,2023,13,Dutch Grand Prix,13.0,0.1358141907690564
4,L NORRIS,NOR,McLaren,7.0,2.0,6.0,Finished,2023,13,Dutch Grand Prix,2.0,0.0076097892782746
23,A ALBON,ALB,Williams,8.0,4.0,4.0,Finished,2023,13,Dutch Grand Prix,4.0,0.0120736321510054
81,O PIASTRI,PIA,McLaren,9.0,8.0,2.0,Finished,2023,13,Dutch Grand Prix,8.0,0.0194283446936954
31,E OCON,OCO,Alpine,10.0,16.0,1.0,Finished,2023,13,Dutch Grand Prix,17.0,0.1635750421585161
18,L STROLL,STR,Aston Martin,11.0,11.0,0.0,Finished,2023,13,Dutch Grand Prix,11.0,0.1353890628764153
27,N HULKENBERG,HUL,Haas F1 Team,12.0,14.0,0.0,Finished,2023,13,Dutch Grand Prix,15.0,0.1372171128147719
40,L LAWSON,LAW,AlphaTauri,13.0,19.0,0.0,Finished,2023,13,Dutch Grand Prix,20.0,0.1821389601371747
77,V BOTTAS,BOT,Alfa Romeo,14.0,18.0,0.0,Finished,2023,13,Dutch Grand Prix,19.0,0.1657006816217213
22,Y TSUNODA,TSU,AlphaTauri,15.0,17.0,0.0,Finished,2023,13,Dutch Grand Prix,14.0,0.1369336942196779
20,K MAGNUSSEN,MAG,Haas F1 Team,16.0,0.0,0.0,Finished,2023,13,Dutch Grand Prix,18.0,0.1647370583984015
63,G RUSSELL,RUS,Mercedes,17.0,3.0,0.0,Finished,2023,13,Dutch Grand Prix,3.0,0.0103022659316678
24,G ZHOU,ZHO,Alfa Romeo,18.0,15.0,0.0,Accident,2023,13,Dutch Grand Prix,16.0,0.1629656921790639
16,C LECLERC,LEC,Ferrari,19.0,9.0,0.0,Undertray,2023,13,Dutch Grand Prix,9.0,0.0297306106253633
2,L SARGEANT,SAR,Williams,20.0,10.0,0.0,Accident,2023,13,Dutch Grand Prix,10.0,0.0875905168138083
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,2.0,25.0,Finished,2023,14,Italian Grand Prix,2.0,0.0001619049991282
11,S PEREZ,PER,Red Bull Racing,2.0,5.0,18.0,Finished,2023,14,Italian Grand Prix,5.0,0.0049069668966548
55,C SAINZ,SAI,Ferrari,3.0,1.0,15.0,Finished,2023,14,Italian Grand Prix,1.0,0.0
16,C LECLERC,LEC,Ferrari,4.0,3.0,12.0,Finished,2023,14,Italian Grand Prix,3.0,0.0008344334570454
63,G RUSSELL,RUS,Mercedes,5.0,4.0,10.0,Finished,2023,14,Italian Grand Prix,4.0,0.004695244974718
44,L HAMILTON,HAM,Mercedes,6.0,8.0,8.0,Finished,2023,14,Italian Grand Prix,8.0,0.0065509253493411
23,A ALBON,ALB,Williams,7.0,6.0,6.0,Finished,2023,14,Italian Grand Prix,6.0,0.0058036715072111
4,L NORRIS,NOR,McLaren,8.0,9.0,4.0,Finished,2023,14,Italian Grand Prix,9.0,0.0085311480309861
14,F ALONSO,ALO,Aston Martin,9.0,10.0,2.0,Finished,2023,14,Italian Grand Prix,10.0,0.0139861010785364
77,V BOTTAS,BOT,Alfa Romeo,10.0,14.0,1.0,Finished,2023,14,Italian Grand Prix,14.0,0.020499663735771
40,L LAWSON,LAW,AlphaTauri,11.0,12.0,0.0,Finished,2023,14,Italian Grand Prix,12.0,0.0182329937479761
81,O PIASTRI,PIA,McLaren,12.0,7.0,0.0,Finished,2023,14,Italian Grand Prix,7.0,0.0061150272747652
2,L SARGEANT,SAR,Williams,13.0,15.0,0.0,Finished,2023,14,Italian Grand Prix,15.0,0.0203751214287494
24,G ZHOU,ZHO,Alfa Romeo,14.0,16.0,0.0,Finished,2023,14,Italian Grand Prix,16.0,0.0261040675517473
10,P GASLY,GAS,Alpine,15.0,17.0,0.0,Finished,2023,14,Italian Grand Prix,17.0,0.0280344733105836
18,L STROLL,STR,Aston Martin,16.0,20.0,0.0,Finished,2023,14,Italian Grand Prix,20.0,0.031957555981767
27,N HULKENBERG,HUL,Haas F1 Team,17.0,13.0,0.0,Lapped,2023,14,Italian Grand Prix,13.0,0.0184571699006152
20,K MAGNUSSEN,MAG,Haas F1 Team,18.0,19.0,0.0,Lapped,2023,14,Italian Grand Prix,19.0,0.0286198221535855
31,E OCON,OCO,Alpine,19.0,18.0,0.0,Retired,2023,14,Italian Grand Prix,18.0,0.0280718360026901
22,Y TSUNODA,TSU,AlphaTauri,20.0,11.0,0.0,Did not start,2023,14,Italian Grand Prix,11.0,0.0161904999128203
55,C SAINZ,SAI,Ferrari,1.0,1.0,25.0,Finished,2023,15,Singapore Grand Prix,1.0,0.0
4,L NORRIS,NOR,McLaren,2.0,4.0,18.0,Finished,2023,15,Singapore Grand Prix,4.0,0.0031434098302998
44,L HAMILTON,HAM,Mercedes,3.0,5.0,16.0,Finished,2023,15,Singapore Grand Prix,5.0,0.005506462674756
16,C LECLERC,LEC,Ferrari,4.0,3.0,12.0,Finished,2023,15,Singapore Grand Prix,3.0,0.0008682845335444
1,M VERSTAPPEN,VER,Red Bull Racing,5.0,11.0,10.0,Finished,2023,15,Singapore Grand Prix,11.0,0.0130682317770158
10,P GASLY,GAS,Alpine,6.0,12.0,8.0,Finished,2023,15,Singapore Grand Prix,12.0,0.014178317066737
81,O PIASTRI,PIA,McLaren,7.0,17.0,6.0,Finished,2023,15,Singapore Grand Prix,17.0,0.0210806295612416
11,S PEREZ,PER,Red Bull Racing,8.0,13.0,4.0,Finished,2023,15,Singapore Grand Prix,13.0,0.0122549019607844
40,L LAWSON,LAW,AlphaTauri,9.0,10.0,2.0,Finished,2023,15,Singapore Grand Prix,10.0,0.0129912951727776
20,K MAGNUSSEN,MAG,Haas F1 Team,10.0,6.0,1.0,Finished,2023,15,Singapore Grand Prix,6.0,0.0064956475863889
23,A ALBON,ALB,Williams,11.0,14.0,0.0,Finished,2023,15,Singapore Grand Prix,14.0,0.0185087487909963
24,G ZHOU,ZHO,Alfa Romeo,12.0,19.0,0.0,Finished,2023,15,Singapore Grand Prix,19.0,0.0249934054339224
27,N HULKENBERG,HUL,Haas F1 Team,13.0,9.0,0.0,Finished,2023,15,Singapore Grand Prix,9.0,0.0090565374131716
2,L SARGEANT,SAR,Williams,14.0,18.0,0.0,Finished,2023,15,Singapore Grand Prix,18.0,0.0249274597731469
14,F ALONSO,ALO,Aston Martin,15.0,7.0,0.0,Finished,2023,15,Singapore Grand Prix,7.0,0.0069352853248922
63,G RUSSELL,RUS,Mercedes,16.0,2.0,0.0,Retired,2023,15,Singapore Grand Prix,2.0,0.0007913479293062
77,V BOTTAS,BOT,Alfa Romeo,17.0,16.0,0.0,Retired,2023,15,Singapore Grand Prix,16.0,0.0200584718192209
31,E OCON,OCO,Alpine,18.0,8.0,0.0,Retired,2023,15,Singapore Grand Prix,8.0,0.0075727600457224
22,Y TSUNODA,TSU,AlphaTauri,19.0,15.0,0.0,Retired,2023,15,Singapore Grand Prix,15.0,0.0110678800668249
18,,STR,Aston Martin,,,0.0,Withdrew,2023,15,Singapore Grand Prix,20.0,0.0265211465752221
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,26.0,Finished,2023,16,Japanese Grand Prix,1.0,0.0
4,L NORRIS,NOR,McLaren,2.0,3.0,18.0,Finished,2023,16,Japanese Grand Prix,3.0,0.0069309270114877
81,O PIASTRI,PIA,McLaren,3.0,2.0,15.0,Finished,2023,16,Japanese Grand Prix,2.0,0.0065371243403805
16,C LECLERC,LEC,Ferrari,4.0,4.0,12.0,Finished,2023,16,Japanese Grand Prix,4.0,0.007482250751038
44,L HAMILTON,HAM,Mercedes,5.0,7.0,10.0,Finished,2023,16,Japanese Grand Prix,7.0,0.011600301540331
55,C SAINZ,SAI,Ferrari,6.0,6.0,8.0,Finished,2023,16,Japanese Grand Prix,6.0,0.0109477142567818
63,G RUSSELL,RUS,Mercedes,7.0,8.0,6.0,Finished,2023,16,Japanese Grand Prix,8.0,0.0150995195607412
14,F ALONSO,ALO,Aston Martin,8.0,10.0,4.0,Finished,2023,16,Japanese Grand Prix,10.0,0.0178673897633809
31,E OCON,OCO,Alpine,9.0,14.0,2.0,Finished,2023,16,Japanese Grand Prix,14.0,0.0192288218549231
10,P GASLY,GAS,Alpine,10.0,12.0,1.0,Finished,2023,16,Japanese Grand Prix,12.0,0.0183624559784871
40,L LAWSON,LAW,AlphaTauri,11.0,11.0,0.0,Lapped,2023,16,Japanese Grand Prix,11.0,0.0174173295678297
22,Y TSUNODA,TSU,AlphaTauri,12.0,9.0,0.0,Lapped,2023,16,Japanese Grand Prix,9.0,0.0149307469874095
24,G ZHOU,ZHO,Alfa Romeo,13.0,19.0,0.0,Lapped,2023,16,Japanese Grand Prix,19.0,0.0283650438246115
27,N HULKENBERG,HUL,Haas F1 Team,14.0,18.0,0.0,Lapped,2023,16,Japanese Grand Prix,18.0,0.0272511448406225
20,K MAGNUSSEN,MAG,Haas F1 Team,15.0,15.0,0.0,Lapped,2023,16,Japanese Grand Prix,15.0,0.0201176907411367
23,A ALBON,ALB,Williams,16.0,13.0,0.0,Retired,2023,16,Japanese Grand Prix,13.0,0.018677498115373
2,L SARGEANT,SAR,Williams,17.0,20.0,0.0,Retired,2023,16,Japanese Grand Prix,20.0,
18,L STROLL,STR,Aston Martin,18.0,17.0,0.0,Retired,2023,16,Japanese Grand Prix,17.0,0.0259234672637465
11,S PEREZ,PER,Red Bull Racing,19.0,5.0,0.0,Retired,2023,16,Japanese Grand Prix,5.0,0.0086974132790261
77,V BOTTAS,BOT,Alfa Romeo,20.0,16.0,0.0,Retired,2023,16,Japanese Grand Prix,16.0,0.0244382686184278
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,26.0,Finished,2023,17,Qatar Grand Prix,1.0,0.0
81,O PIASTRI,PIA,McLaren,2.0,6.0,18.0,Finished,2023,17,Qatar Grand Prix,6.0,0.0090954665902743
4,L NORRIS,NOR,McLaren,3.0,10.0,15.0,Finished,2023,17,Qatar Grand Prix,10.0,0.0108262312301558
63,G RUSSELL,RUS,Mercedes,4.0,2.0,12.0,Finished,2023,17,Qatar Grand Prix,2.0,0.0052639117668121
16,C LECLERC,LEC,Ferrari,5.0,5.0,10.0,Finished,2023,17,Qatar Grand Prix,5.0,0.007710854878369
14,F ALONSO,ALO,Aston Martin,6.0,4.0,8.0,Finished,2023,17,Qatar Grand Prix,4.0,0.007054357946
31,E OCON,OCO,Alpine,7.0,8.0,6.0,Finished,2023,17,Qatar Grand Prix,8.0,0.0117572632433335
77,V BOTTAS,BOT,Alfa Romeo,8.0,9.0,4.0,Finished,2023,17,Qatar Grand Prix,9.0,0.015278474062403
24,G ZHOU,ZHO,Alfa Romeo,9.0,19.0,2.0,Finished,2023,17,Qatar Grand Prix,20.0,0.043615268925016
11,S PEREZ,PER,Red Bull Racing,10.0,20.0,1.0,Finished,2023,17,Qatar Grand Prix,13.0,0.0201007424383489
18,L STROLL,STR,Aston Martin,11.0,16.0,0.0,Finished,2023,17,Qatar Grand Prix,17.0,0.0306405022798347
10,P GASLY,GAS,Alpine,12.0,7.0,0.0,Finished,2023,17,Qatar Grand Prix,7.0,0.0092506385924704
23,A ALBON,ALB,Williams,13.0,13.0,0.0,Finished,2023,17,Qatar Grand Prix,14.0,0.0230251378643556
20,K MAGNUSSEN,MAG,Haas F1 Team,14.0,18.0,0.0,Lapped,2023,17,Qatar Grand Prix,19.0,0.0390078540905727
22,Y TSUNODA,TSU,AlphaTauri,15.0,11.0,0.0,Lapped,2023,17,Qatar Grand Prix,11.0,0.0181789968726872
27,N HULKENBERG,HUL,Haas F1 Team,16.0,14.0,0.0,Lapped,2023,17,Qatar Grand Prix,15.0,0.0239322972618109
40,L LAWSON,LAW,AlphaTauri,17.0,17.0,0.0,Lapped,2023,17,Qatar Grand Prix,18.0,0.0341020315595979
2,L SARGEANT,SAR,Williams,18.0,15.0,0.0,Retired,2023,17,Qatar Grand Prix,16.0,0.0290291007185655
44,L HAMILTON,HAM,Mercedes,19.0,3.0,0.0,Retired,2023,17,Qatar Grand Prix,3.0,0.00629043424288
55,C SAINZ,SAI,Ferrari,20.0,12.0,0.0,Did not start,2023,17,Qatar Grand Prix,12.0,0.0185012771849411
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,6.0,25.0,Finished,2023,18,United States Grand Prix,6.0,0.0030087729484918
4,L NORRIS,NOR,McLaren,2.0,2.0,18.0,Finished,2023,18,United States Grand Prix,2.0,0.0013724227484348
55,C SAINZ,SAI,Ferrari,3.0,4.0,15.0,Finished,2023,18,United States Grand Prix,4.0,0.0023436757704041
11,S PEREZ,PER,Red Bull Racing,4.0,9.0,12.0,Finished,2023,18,United States Grand Prix,9.0,0.0047506941291977
63,G RUSSELL,RUS,Mercedes,5.0,5.0,10.0,Finished,2023,18,United States Grand Prix,5.0,0.0037583269110986
10,P GASLY,GAS,Alpine,6.0,7.0,8.0,Finished,2023,18,United States Grand Prix,7.0,0.0038638978917475
18,L STROLL,STR,Aston Martin,7.0,20.0,6.0,Finished,2023,18,United States Grand Prix,19.0,0.0196995449890734
22,Y TSUNODA,TSU,AlphaTauri,8.0,11.0,5.0,Finished,2023,18,United States Grand Prix,11.0,0.0102826135151969
23,A ALBON,ALB,Williams,9.0,15.0,2.0,Finished,2023,18,United States Grand Prix,18.0,0.0168069001192951
2,L SARGEANT,SAR,Williams,10.0,16.0,1.0,Finished,2023,18,United States Grand Prix,20.0,0.0222121343285157
27,N HULKENBERG,HUL,Haas F1 Team,11.0,18.0,0.0,Finished,2023,18,United States Grand Prix,16.0,0.0159623322741045
77,V BOTTAS,BOT,Alfa Romeo,12.0,13.0,0.0,Finished,2023,18,United States Grand Prix,13.0,0.0119823063036433
24,G ZHOU,ZHO,Alfa Romeo,13.0,12.0,0.0,Lapped,2023,18,United States Grand Prix,12.0,0.0102931706132617
20,K MAGNUSSEN,MAG,Haas F1 Team,14.0,17.0,0.0,Lapped,2023,18,United States Grand Prix,14.0,0.0122145624610706
3,D RICCIARDO,RIC,AlphaTauri,15.0,14.0,0.0,Lapped,2023,18,United States Grand Prix,15.0,0.0132069296791698
14,F ALONSO,ALO,Aston Martin,16.0,19.0,0.0,Retired,2023,18,United States Grand Prix,17.0,0.0163107165102456
81,O PIASTRI,PIA,McLaren,17.0,10.0,0.0,Retired,2023,18,United States Grand Prix,10.0,0.0078544809602736
31,E OCON,OCO,Alpine,18.0,8.0,0.0,Retired,2023,18,United States Grand Prix,8.0,0.0045501092659649
44,L HAMILTON,HAM,Mercedes,19.0,3.0,0.0,Disqualified,2023,18,United States Grand Prix,3.0,0.0014674366310188
16,C LECLERC,LEC,Ferrari,20.0,1.0,0.0,Disqualified,2023,18,United States Grand Prix,1.0,0.0
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,3.0,25.0,Finished,2023,19,Mexico City Grand Prix,3.0,0.001257030298318
44,L HAMILTON,HAM,Mercedes,2.0,6.0,19.0,Finished,2023,19,Mexico City Grand Prix,6.0,0.0037322136692325
